##The total sample size of case group is 25.
##The total sample size of control group is 25.
Marker1	Marker2	group1_pearson	group1_lower	group1_upper	group1_t	group1_n	group1_se	group2_pearson	group2_lower	group2_upper	group2_t	group2_n	group2_se	z_test	z_pvalue
1	23	0.252078	-0.158885	0.588589	1.249266	25	0.213201	0.804306	0.599789	0.910179	6.491454	25	0.213201	-2.829280	0.004665
1	24	0.229388	-0.182271	0.572623	1.130243	25	0.213201	0.805853	0.602596	0.910930	6.527000	25	0.213201	-2.923750	0.003458
1	25	0.118911	-0.289845	0.490979	0.574352	25	0.213201	-0.223300	-0.568294	0.188467	-1.098648	25	0.213201	1.149550	0.250329
1	26	0.292798	-0.115729	0.616598	1.468571	25	0.213201	0.885444	0.754169	0.948669	9.137107	25	0.213201	-3.644315	0.000268
1	27	-0.194924	-0.547864	0.216921	-0.953107	25	0.213201	0.180420	-0.231200	0.537256	0.879698	25	0.213201	-1.259877	0.207714
1	28	0.068585	-0.335648	0.451487	0.329700	25	0.213201	0.694853	0.413152	0.855188	4.633790	25	0.213201	-2.615443	0.008911
1	29	-0.058428	-0.443330	0.344666	-0.280692	25	0.213201	0.530514	0.171282	0.765238	3.001451	25	0.213201	-2.153670	0.031266
1	30	0.063705	-0.339991	0.447576	0.306140	25	0.213201	0.074553	-0.330315	0.456249	0.358539	25	0.213201	-0.036150	0.971163
1	31	-0.352627	-0.656316	0.049393	-1.807226	25	0.213201	0.106432	-0.301380	0.481327	0.513346	25	0.213201	-1.576315	0.114953
1	32	-0.023677	-0.414933	0.374968	-0.113585	25	0.213201	0.150848	-0.259774	0.515272	0.731815	25	0.213201	-0.582697	0.560097
1	33	0.158054	-0.252876	0.520674	0.767651	25	0.213201	0.802439	0.596406	0.909271	6.449040	25	0.213201	-3.137639	0.001703
1	34	-0.469486	-0.729325	-0.091283	-2.550092	25	0.213201	0.399532	0.005218	0.686320	2.090158	25	0.213201	-3.092763	0.001983
1	35	0.048336	-0.353554	0.435162	0.232081	25	0.213201	0.484779	0.110882	0.738461	2.658157	25	0.213201	-1.594765	0.110765
1	36	-0.330371	-0.641735	0.074490	-1.678659	25	0.213201	0.793895	0.581024	0.905104	6.261593	25	0.213201	-4.726606	2.283032e-06
1	37	-0.035839	-0.424958	0.364460	-0.171988	25	0.213201	0.218993	-0.192831	0.565220	1.076381	25	0.213201	-0.857190	0.391340
1	38	-0.174670	-0.533019	0.236812	-0.850766	25	0.213201	0.759222	0.520119	0.887971	5.594541	25	0.213201	-3.883290	0.000103
1	39	-0.010860	-0.404263	0.385934	-0.052086	25	0.213201	0.619089	0.296477	0.814885	3.780678	25	0.213201	-2.435685	0.014864
1	40	0.456683	0.075097	0.721605	2.461897	25	0.213201	0.546830	0.193504	0.774598	3.132309	25	0.213201	-0.400435	0.688836
1	41	-0.026346	-0.417141	0.372671	-0.126393	25	0.213201	0.749747	0.503889	0.883226	5.433779	25	0.213201	-3.312413	0.000925
